Target,Toxins,Drug,Approval_yr,Action,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT01567358,https://clinicaltrials.gov/study/NCT01567358,Phase 1,Completed,secondary,PK,PK : Area under the serum concentration versus time curve(AUC),14 weeks,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT01880307,https://clinicaltrials.gov/study/NCT01880307,Phase 4,Terminated,other,PK,Pharmacokinetic properties of infliximab,52 weeks,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT01931189,https://clinicaltrials.gov/study/NCT01931189,Phase 1,Completed,primary,PK,PK : Area Under the Curve From Time Zero to Last Quantifiable Concentration (AUCt),8 weeks,Healthy,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT01931189,https://clinicaltrials.gov/study/NCT01931189,Phase 1,Completed,secondary,PK,PK : Area Under the Curve From Time Zero Extrapolated to Infinite Time (AUCinf),8 weeks,Healthy,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02073526,https://clinicaltrials.gov/study/NCT02073526,,Completed,primary,PK,Measurement of drug serum concentrations,Serum samples will be collected on avera,Crohn's Disease; Inflammatory Bowel Disease; Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02073526,https://clinicaltrials.gov/study/NCT02073526,,Completed,secondary,PK,Change in individuals drug serum concentration,Serum samples will be collected on avera,Crohn's Disease; Inflammatory Bowel Disease; Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02136069,https://clinicaltrials.gov/study/NCT02136069,Phase 3,Completed,secondary,PK,Pharmacokinetics: Etrolizumab Serum Concentration,"Weeks 2, 10, 12, 30, and 54",Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02222493,https://clinicaltrials.gov/study/NCT02222493,Phase 3,Completed,secondary,PK,Serum Concentration Versus Time Summary: Period 1,"Pre dose on Day 1, 15, 43, 99, 155 and 2",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02222493,https://clinicaltrials.gov/study/NCT02222493,Phase 3,Completed,secondary,PK,Serum Concentration Versus Time Summary: Period 2,"Pre dose on Day 211, 267, 379 and 547",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02222493,https://clinicaltrials.gov/study/NCT02222493,Phase 3,Completed,secondary,PK,Serum Concentration Versus Time Summary: Period 3,"Pre dose on Day 379, 435 and 547",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02359903,https://clinicaltrials.gov/study/NCT02359903,Phase 1,Completed,other,PK,Area Under the Plasma Concentration-time Curve at Steady State Phase,28 weeks,Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02359903,https://clinicaltrials.gov/study/NCT02359903,Phase 1,Completed,primary,PK,Area Under the Plasma Concentration-time Curve From Zero (0) Hours to 336 Hours After the Single Infusion of BCD-055/Remicade,2 weeks,Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02453607,https://clinicaltrials.gov/study/NCT02453607,,Unknown,primary,PK,Correlation of 6-TGN serum levels with IFX serum trough levels,52 weeks,Crohn's Disease; Inflammatory Bowel Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02453607,https://clinicaltrials.gov/study/NCT02453607,,Unknown,secondary,PK,Evaluation of 6-TGN serum levels and IFX trough levels,52 weeks,Crohn's Disease; Inflammatory Bowel Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02799615,https://clinicaltrials.gov/study/NCT02799615,,Completed,primary,PK,The primary endpoint will be the relationship between IFX exposure (area under the curve of the PK model) and Day 7 clinical response defined as Pediatric Ulcerative Colitis Activity Index (PUCAI) <35.,7 days,"Bowel Diseases, Inflammatory; Colitis, Ulcerative",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02847884,https://clinicaltrials.gov/study/NCT02847884,,Completed,primary,PK,The proportion of children with IFX trough level with the range of 5 to 10 µg/ml,at Week 10,Crohn's Disease; Inflammatory Bowel Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT02847884,https://clinicaltrials.gov/study/NCT02847884,,Completed,secondary,PK,The proportion of children with IFX trough level within the range of 5 to 10 µg/ml,at week 14,Crohn's Disease; Inflammatory Bowel Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03004443,https://clinicaltrials.gov/study/NCT03004443,Phase 4,Terminated,secondary,PK,Plasma Concentrations of Tumor Necrosis Factor (TNF) Receptor 2 (TNFR2),"Baseline, Day 3, Week 2",Depression,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03112603,https://clinicaltrials.gov/study/NCT03112603,Phase 3,Completed,secondary,PK,Cmax of Ruxolitinib After Single (Cycle 1 Day 1) and Multiple (Cycle 1 Day 15) Doses,Extensive Sampling Schedule: Cycle 1 Day,Graft-versus-host Disease (GVHD),No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03112603,https://clinicaltrials.gov/study/NCT03112603,Phase 3,Completed,secondary,PK,AUClast of Ruxolitinib After Single (Cycle 1 Day 1) and Multiple (Cycle 1 Day 15) Doses,Extensive Sampling Schedule: Cycle 1 Day,Graft-versus-host Disease (GVHD),No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03112603,https://clinicaltrials.gov/study/NCT03112603,Phase 3,Completed,secondary,PK,AUCinf of Ruxolitinib After Single (Cycle 1 Day 1) and Multiple (Cycle 1 Day 15) Doses,Extensive Sampling Schedule: Cycle 1 Day,Graft-versus-host Disease (GVHD),No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03151525,https://clinicaltrials.gov/study/NCT03151525,Phase 4,Unknown,other,PK,Direct costs [Pharmacokinetics],12 months,"Colitis, Ulcerative",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03371095,https://clinicaltrials.gov/study/NCT03371095,Phase 3,Completed,secondary,PK,Serum concentration measurement of TNFa inhibitor at week 22,At week 12 after randomization,Behcet's Disease; Vasculitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03679546,https://clinicaltrials.gov/study/NCT03679546,Phase 4,Completed,secondary,PK,Last trough concentration of the first subcutaneous agent,baseline,Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03679546,https://clinicaltrials.gov/study/NCT03679546,Phase 4,Completed,secondary,PK,Blood trough concentration of infliximab or vedolizumab,"at baseline, weeks 0, 2, 6, 14 and 54",Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT03679546,https://clinicaltrials.gov/study/NCT03679546,Phase 4,Completed,secondary,PK,Fecal trough concentration of infliximab or vedolizumab,"at baseline, weeks 0, 2, 6, 14 and 54",Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT04178850,https://clinicaltrials.gov/study/NCT04178850,Phase 3,Unknown,secondary,PK,AUC τ,Up to 30 weeks.,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT04646187,https://clinicaltrials.gov/study/NCT04646187,Phase 4,Enrolling By Invitation,secondary,PK,Evolution of FC and anti-TNF trough levels in the first 16 weeks after reverting to previous dosing interval,Up to 48+16 weeks,"Colitis, Ulcerative; Crohn Disease; Inflammatory Bowel Diseases",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT04779892,https://clinicaltrials.gov/study/NCT04779892,Phase 1,Completed,primary,PK,Area Under the Plasma Concentration-time Curve From Zero (0) Hours to 1680 Hours After the Single Infusion of CMAB008/Remicade,up to 1680 hours,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT04779892,https://clinicaltrials.gov/study/NCT04779892,Phase 1,Completed,secondary,PK,Area Under the Plasma Concentration-time Curve From Zero (0) Hours Extrapolated to infinite time After the Single Infusion of CMAB008/Remicade,up to 1680 hours,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT04982172,https://clinicaltrials.gov/study/NCT04982172,Phase 4,Completed,other,PK,Infliximab trough concentration target attainment and area under the concentration-time curve,At and during one year after start of in,Inflammatory Bowel Diseases,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT05180994,https://clinicaltrials.gov/study/NCT05180994,Phase 1,Recruiting,secondary,PK,Occurrence of glaucoma,6 months,Glaucoma Following Surgery,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT05291039,https://clinicaltrials.gov/study/NCT05291039,N/A,Completed,primary,PK,Trough concentration of ADA and IFX will be assessed after reaching steady state levels.,1 month,Inflammatory Bowel Diseases,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT05552287,https://clinicaltrials.gov/study/NCT05552287,Phase 4,Recruiting,primary,PK,Proportion of patients with IFX Trough Levels ≥ 5 µg/mL at week 12 without treatment escalation,12 weeks,"Biologic; Inadequate; Child, Only; Crohn Disease",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT05552287,https://clinicaltrials.gov/study/NCT05552287,Phase 4,Recruiting,secondary,PK,Proportion of patients with IFX Trough Levels ≥ 5 µg/mL at week 24 without the need for treatment escalation,24 weeks,"Biologic; Inadequate; Child, Only; Crohn Disease",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT05552287,https://clinicaltrials.gov/study/NCT05552287,Phase 4,Recruiting,secondary,PK,"Predictors of IFX Trough Levels at weeks 4, 12, and 24. Factors included in this analysis will be sex, age, body mass index (BMI), wPCDAI, IBD laboratory values, antibodies to Infliximab (ATI), dose, and interval of IFX ",24 weeks,"Biologic; Inadequate; Child, Only; Crohn Disease",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT06064864,https://clinicaltrials.gov/study/NCT06064864,N/A,Recruiting,other,PK,Exploratory outcomes: trough level of infliximab to reach deep remission,Week 30,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT06064864,https://clinicaltrials.gov/study/NCT06064864,N/A,Recruiting,other,PK,Exploratory outcomes: trough level of infliximab to reach clinical remission,Week 30,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT06113913,https://clinicaltrials.gov/study/NCT06113913,Phase 4,Recruiting,other,PK,The association of infliximab trough level and antibody level (if available) at screening to the maintenance of clinical and biological remission after switch to SC infliximab.,Between week 0 and week 52,Crohn Disease; Inflammatory Bowel Diseases; Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT02374021,https://clinicaltrials.gov/study/NCT02374021,Phase 4,Completed,primary,imaging,Change From Baseline in Vascular Inflammation as Measured by FDG-PET/CT at 6 Months,"0, 6 months","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Etanercept,1998,INHIBITOR,NCT02374021,https://clinicaltrials.gov/study/NCT02374021,Phase 4,Completed,primary,imaging,Change From Baseline in Vascular Inflammation as Measured by FDG-PET/CT at 6 Months,"0, 6 months","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT05590455,https://clinicaltrials.gov/study/NCT05590455,Phase 2,Recruiting,secondary,fluid_molecular,"Cerebrospinal fluid (CSF) pleocytosis/protein/glucose levels at W0, W1 and W4","week 0, week1 and week4",HIV I Infection; Tuberculous Meningitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT05590455,https://clinicaltrials.gov/study/NCT05590455,Phase 2,Recruiting,secondary,fluid_molecular,"Inflammatory biomarkers and cytokines profiles in CSF at W0, W1, W4","week 0, week1 and week4",HIV I Infection; Tuberculous Meningitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Etanercept,1998,INHIBITOR,NCT01068353,https://clinicaltrials.gov/study/NCT01068353,Phase 2,Completed,secondary,fluid_molecular,"To examine the effects of etanercept on inflammatory markers in the cerebrospinal fluid (CSF) of patients with Alzheimer's disease, and the relationship of these factors with clinical outcome",6 months,Alzheimer's Disease,Yes
TNF,mptp; paraquat; rotenone; trichloroethylene,Etanercept,1998,INHIBITOR,NCT01865630,https://clinicaltrials.gov/study/NCT01865630,Phase 1,Withdrawn,secondary,fluid_molecular,Pharmacokinetics (plasma and CSF concentrations) of etanercept by measuring daily plasma and CSF concentrations by enzyme-linked immunosorbent assay (ELISA).,Up to Week 12 post-subarachnoid hemorrha,"Subarachnoid Hemorrhage, Aneurysmal",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Golimumab,2009,INHIBITOR,NCT01362153,https://clinicaltrials.gov/study/NCT01362153,Phase 1,Completed,secondary,fluid_molecular,"Pharmacodynamics (PD), including C-reactive protein, IL 6, serum amyloid A, tumor necrosis factor alpha, IL 18, E selectin, vascular endothelial growth factor, matrix metalloproteinases, leptin, and haptoglobin",up to 211 days,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Infliximab,1998,INHIBITOR,NCT00823641,https://clinicaltrials.gov/study/NCT00823641,Phase 2,Terminated,secondary,fluid_molecular,HTLV-I viral load in CSF,12 weeks,HTLV-I-associated Myelopathy,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00048542,https://clinicaltrials.gov/study/NCT00048542,Phase 3,Completed,secondary,inflammation,Mean Change From Baseline in C-Reactive Protein Levels at Week 48 of the Double-Blind Phase,Baseline and Week 48,"Arthritis, Juvenile Idiopathic",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00085644,https://clinicaltrials.gov/study/NCT00085644,Phase 3,Completed,secondary,inflammation,Mean Change in C-Reactive Protein (CRP) (mg/dL) in Subjects With Adalimumab Exposure Through Week 260,"Baseline, Weeks 12, 24, 52, 76, 104, 128",Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00195819,https://clinicaltrials.gov/study/NCT00195819,Phase 3,Completed,secondary,inflammation,Mean Change in C-Reactive Protein (CRP) (mg/dL) in Subjects With Adalimumab Exposure Through Week 260,"Weeks 12, 24, 52, 76, 104, 128, 156, 180",Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00235833,https://clinicaltrials.gov/study/NCT00235833,Phase 2,Completed,secondary,inflammation,"Mean Change From Baseline in C-reactive Protein [CRP; mg/dL], a Component of the ACR Criteria, by Visit.",Every 6 weeks up to Week 24 and every 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00235872,https://clinicaltrials.gov/study/NCT00235872,Phase 3,Completed,secondary,inflammation,"Mean Change From Baseline in C-reactive Protein (CRP), a Component of the American College of Rheumatology (ACR) Criteria by Visit",Every 4 weeks up to Week 24 and every 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,secondary,inflammation,C-Reactive Protein (CRP),"Baseline, Week 2, 4, 6, 8, 10, 12, 16, 2","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,secondary,inflammation,"Change From Baseline in C-reactive Protein (CRP) at Week 2, 4, 6, 8, 10, 12, 16, 20 and 24/ET","Baseline, Week 2, 4, 6, 8, 10, 12, 16, 2","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,secondary,inflammation,Disease Activity Score Based on 28-Joints Count and C-Reactive Protein (3 Variables) (DAS28-3 [CRP]),"Baseline, Week 2, 4, 6, 8, 10, 12, 16, 2","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,secondary,inflammation,"Change From Baseline in Disease Activity Score Based on 28-Joints Count and C-Reactive Protein (3 Variables) (DAS28-3 [CRP]) at Week 2, 4, 6, 8, 10, 12, 16, 20 and 24/ET","Baseline, Week 2, 4, 6, 8, 10, 12, 16, 2","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00550446,https://clinicaltrials.gov/study/NCT00550446,Phase 2,Completed,secondary,inflammation,Percentage of Participants With Disease Remission Based on Normal C-reactive Protein (CRP),"Week 2, 4, 6, 8, 10, 12, 16, 20, 24/ ET","Arthritis, Rheumatoid",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00573794,https://clinicaltrials.gov/study/NCT00573794,Phase 3,Completed,secondary,inflammation,Clinical Chemistry: Mean Change From Baseline to Final Values in High-sensitivity C-reactive Protein,"Baseline (Week 0), final value (up to 5",Ulcerative Colitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00595413,https://clinicaltrials.gov/study/NCT00595413,Phase 2,Completed,primary,inflammation,Percentage of Participants Achieving American College of Rheumatology 20 Response Based on C-reactive Protein (ACR20-CRP) at Week 26,Week 26,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00595413,https://clinicaltrials.gov/study/NCT00595413,Phase 2,Completed,secondary,inflammation,Percentage of Participants Achieving American College of Rheumatology 50 Response Based on CRP (ACR50-CRP) at Week 26,Week 26,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00595413,https://clinicaltrials.gov/study/NCT00595413,Phase 2,Completed,secondary,inflammation,Percentage of Participants Achieving American College of Rheumatology 70 Response Based on CRP (ACR70-CRP) at Week 26,Week 26,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00603993,https://clinicaltrials.gov/study/NCT00603993,Phase 3,Completed,secondary,inflammation,"Mean Change From Baseline in C-reactive Protein (CRP), a Component of the ACR Criteria by Visit",Every 4 weeks up to Week 24 and every 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00667355,https://clinicaltrials.gov/study/NCT00667355,Phase 3,Completed,secondary,inflammation,Mean Change From Baseline in C-Reactive Protein (CRP),"Baseline, Weeks 12, 24, 48, 72, 96, 120,",Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00726804,https://clinicaltrials.gov/study/NCT00726804,Phase 4,Terminated,secondary,inflammation,"Bath ankylosing spondylitis disaease activity score, Bath ankylosing spondylitis functional index, Bath ankylosing spondylitis metrology index, C-Reactive protein, MRI, biomarkers of inflammation, cartilage and bone turn",40 weeks,SPONDYLOARTHRITIS,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00775437,https://clinicaltrials.gov/study/NCT00775437,Phase 3,Completed,secondary,inflammation,C-reactive Protein (CRP): Mean Change From Baseline to Each Visit,"Baseline and Weeks 12, 24, 36, 48, 60, 7",Juvenile Idiopathic Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,primary,inflammation,Change in the Disease Activity Score Using C-reactive Protein (DAS28[CRP]) From Baseline to Week 12 in Non-Switchers Versus Switchers.,"Baseline, Week 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,primary,inflammation,Change in the Disease Activity Score Using C-reactive Protein (DAS28[CRP]) From Baseline to Week 12.,"Baseline, Week 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,secondary,inflammation,Participants With a Disease Activity Score Using C-reactive Protein (DAS28[CRP]) Value <= 3.2 (Low Disease Activity) at Week 12,Week 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,secondary,inflammation,Participants With a Disease Activity Score Using C-reactive Protein (DAS28[CRP]) Value < 2.6 (Remission) at Week 12,Week 12,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00796705,https://clinicaltrials.gov/study/NCT00796705,Phase 4,Terminated,secondary,inflammation,Participants With a Decrease in Disease Activity Score Using C-reactive Protein (DAS28[CRP]) Value of >1.2 From Baseline to Week 12 (European League Against Rheumatism (EULAR) Definition of a Moderate Response),"Baseline, Week 12",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00939003,https://clinicaltrials.gov/study/NCT00939003,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-Sensitivity C-Reactive Protein (hsCRP),Baseline and Week 12,Axial Spondyloarthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00940862,https://clinicaltrials.gov/study/NCT00940862,Phase 4,Completed,secondary,inflammation,To study changes in hs C-Reactive protein levels and serum lipids levels between Day 0 and Day 112 in patients randomized to adalimumab compared to patients randomized to standard therapy.,"Day 0, 28, 56, 112",Coronary Atherosclerosis; Psoriasis; Vascular Inflammation,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00972218,https://clinicaltrials.gov/study/NCT00972218,Phase 4,Withdrawn,secondary,inflammation,Erythrocyte sedimentation rate (ESR)/C-reactive protein (CRP),12 and 24 weeks,Crohn's Disease; Spondyloarthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT00972218,https://clinicaltrials.gov/study/NCT00972218,Phase 4,Withdrawn,secondary,inflammation,"Serum biomarkers matrix metalloproteinase 3 (MMP3), vascular endothelial growth factor (VEGF), DKK-1, Wnt, RANKL, OPG and cytokines (e.g. IL17, IL23, IL18)",12 and 24 weeks,Crohn's Disease; Spondyloarthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01114880,https://clinicaltrials.gov/study/NCT01114880,Phase 3,Completed,secondary,inflammation,Change From Baseline in High-sensitivity C-Reactive Protein (Hs-CRP),Baseline and Week 12,Ankylosing Spondylitis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01162421,https://clinicaltrials.gov/study/NCT01162421,Phase 4,Completed,secondary,inflammation,"Change From Baseline in CRP at Months 3, 6, 9, 12, 18 and 24","Baseline, Months 3, 6, 9, 12, 18, 24",Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01185288,https://clinicaltrials.gov/study/NCT01185288,Phase 4,Completed,primary,inflammation,Disease Activity Score for 28 Joints Based on C-reactive Protein (DAS28[CRP]) at Week 24,Week 24,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01185301,https://clinicaltrials.gov/study/NCT01185301,Phase 3,Completed,primary,inflammation,Percentage of Participants With 28-Joint Disease Activity Score of C-reactive Protein (DAS28[CRP]) Low Disease Activity at Week 26,Week 26,Early Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01225393,https://clinicaltrials.gov/study/NCT01225393,Phase 2,Completed,secondary,inflammation,Serum C-reactive protein levels,Day 85,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01235689,https://clinicaltrials.gov/study/NCT01235689,Phase 3,Completed,secondary,inflammation,Change From Baseline in High Sensitivity C-Reactive Protein (Hs-CRP) Over Time,Baseline and 8 weeks during the predniso,Crohn's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01237262,https://clinicaltrials.gov/study/NCT01237262,Phase 4,Unknown,primary,inflammation,"changes in absolute numbers, density of immunocompetent cells and inflammatory cytokines expression pattern in psoriasic lesions vs normal skin of the same patient, pre and post-TNF alfa inhibitors treatment.",12 months,"Absolute Number, Density of Immune Infiltrate and Dendritic Cells and Inflammatory Cytokines Expression Patter",No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01243671,https://clinicaltrials.gov/study/NCT01243671,Phase 3,Completed,secondary,inflammation,Median Change From Baseline in C-Reactive Protein (CRP) at Week 24 and Week 52,"Baseline, 24 weeks, 52 weeks",Intestinal Behçet's Disease,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01265823,https://clinicaltrials.gov/study/NCT01265823,Phase 4,Completed,secondary,inflammation,"Mean Lipid Profile, Triglycerides, and C-Reactive Protein (CRP) at Baseline and Week 16","Baseline, Week 16",Psoriasis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01270087,https://clinicaltrials.gov/study/NCT01270087,Phase 4,Completed,primary,inflammation,Endothelial expression of interleukin-1 alpha in muscle biopsies,3 months,Rheumatoid Arthritis,No
TNF,mptp; paraquat; rotenone; trichloroethylene,Adalimumab,2002,INHIBITOR,NCT01283971,https://clinicaltrials.gov/study/NCT01283971,Phase 4,Terminated,secondary,inflammation,Change From Baseline in High Sensitivity C-Reactive Protein (hsCRP) at Week 24,"Baseline, Week 24",Rheumatoid Arthritis,No
