Target,Drug,NCT_ID,URL,Phase,Status,Outcome_type,Biomarker_category,Measure,Time_frame,Conditions,PD_neuro
SLC6A3,Bupropion,NCT07235748,https://clinicaltrials.gov/study/NCT07235748,Phase 1,Completed,secondary,PK,Trough plasma concentration (Ctrough) of vorasidenib,Through Day 29,Healthy Adult Participants,No
SLC6A3,Dexmethylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,Cmax (Maximum Observed Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,AUC0-t (Area Under the Concentration-time Curve From Time Zero to Time of Last Measurable Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,AUC0-inf (Area Under the Concentration-time Curve From Time Zero to Infinity),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,Cmax (Maximum Observed Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,AUC0-t (Area Under the Concentration-time Curve From Time Zero to Time of Last Measurable Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,AUC0-inf (Area Under the Concentration-time Curve From Time Zero to Infinity),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Dexmethylphenidate,NCT04138498,https://clinicaltrials.gov/study/NCT04138498,Phase 1,Completed,primary,PK,Cmax,Hours 0 to 28,ADHD,No
SLC6A3,Dexmethylphenidate,NCT04138498,https://clinicaltrials.gov/study/NCT04138498,Phase 1,Completed,primary,PK,AUC(0-infinity),Hours 0 to 28,ADHD,No
SLC6A3,Dexmethylphenidate,NCT04138498,https://clinicaltrials.gov/study/NCT04138498,Phase 1,Completed,primary,PK,AUC(Last),Hours 0 to 28,ADHD,No
SLC6A3,Dexmethylphenidate,NCT04138498,https://clinicaltrials.gov/study/NCT04138498,Phase 1,Completed,secondary,PK,Partial AUCs,Hours 0 to 28,ADHD,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (Cmax),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (AUC0-inf),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (AUC0-last),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter K,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T 1/2,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T max,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T lag,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter Cl/F,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter Vd/F,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT04449250,https://clinicaltrials.gov/study/NCT04449250,Phase 1,Completed,secondary,PK,Partial AUC,0-3 hrs,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT05286762,https://clinicaltrials.gov/study/NCT05286762,Phase 3,Completed,other,PK,Population PK Analysis - AUC to Infinity,Day 1 (Visit 3) for single-dose pk and W,ADHD; ADHD - Combined Type; Attention Deficit Hyper Activity; Attention Deficit Hyperactivity Disorder; Attent,No
SLC6A3,Dexmethylphenidate,NCT05286762,https://clinicaltrials.gov/study/NCT05286762,Phase 3,Completed,other,PK,Population PK Analysis - Cmax,Day 1 (Visit 3) for single-dose pk and W,ADHD; ADHD - Combined Type; Attention Deficit Hyper Activity; Attention Deficit Hyperactivity Disorder; Attent,No
SLC6A3,Dexmethylphenidate,NCT05286762,https://clinicaltrials.gov/study/NCT05286762,Phase 3,Completed,other,PK,Population PK Analysis - Tmax,Day 1 (Visit 3) for single-dose pk and W,ADHD; ADHD - Combined Type; Attention Deficit Hyper Activity; Attention Deficit Hyperactivity Disorder; Attent,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (Cmax),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (AUC0-inf),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,primary,PK,Pharmacokinetic parameter (AUC0-last),Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter K,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T 1/2,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T max,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter T lag,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter Cl/F,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Pharmacokinetic parameter Vd/F,Hour 0 to hour 28,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Dexmethylphenidate,NCT07119073,https://clinicaltrials.gov/study/NCT07119073,Phase 1,Completed,secondary,PK,Partial AUC,0-3 hrs,Healthy Volunteers in Fed and Fasted State,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,Maximum Plasma Concentration (Cmax) of d-Amphetamine for Vyvanse and Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,Time of Maximum Plasma Concentration (Tmax) of d-Amphetamine for Vyvanse and Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of d-Amphetamine for Vyvanse and Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,Cmax of l-Amphetamine for Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,AUC of l-Amphetamine for Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,Cmax of Total Amphetamine for Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT00746733,https://clinicaltrials.gov/study/NCT00746733,Phase 1,Completed,primary,PK,AUC of Total Amphetamine for Adderall XR Alone and in Combination With Prilosec OTC,0 through 96 hours after dosing,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 50 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 70 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 100 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 150 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 200 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC) of Lisdexamfetamine Dimesylate on Day 5: 250 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 50 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 70 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 100 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 150 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 200 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01457339,https://clinicaltrials.gov/study/NCT01457339,Phase 1,Completed,secondary,PK,Maximum Plasma Concentration (Cmax) of Lisdexamfetamine Dimesylate on Day 5: 250 mg,Day 5 (12-hour sampling period post-dose,Schizophrenia,No
SLC6A3,Lisdexamfetamine,NCT01890785,https://clinicaltrials.gov/study/NCT01890785,Phase 1,Completed,primary,PK,Area Under the Plasma Concentration-time Curve (AUC) for Lisdexamfetamine Dimesylate,Up to 96 hours post-dose,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT01890785,https://clinicaltrials.gov/study/NCT01890785,Phase 1,Completed,primary,PK,Maximum Plasma Concentration (Cmax) for Lisdexamfetamine Dimesylate,Up to 96 hours post-dose,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT01890785,https://clinicaltrials.gov/study/NCT01890785,Phase 1,Completed,primary,PK,AUC for D-amphetamine,Up to 96 hours post-dose,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT01890785,https://clinicaltrials.gov/study/NCT01890785,Phase 1,Completed,primary,PK,Cmax for D-amphetamine,Up to 96 hours-post-dose,Healthy Volunteers,No
SLC6A3,Lisdexamfetamine,NCT02668926,https://clinicaltrials.gov/study/NCT02668926,Phase 1,Completed,other,PK,Pharmacokinetics,13h,Healthy,No
SLC6A3,Lisdexamfetamine,NCT03070509,https://clinicaltrials.gov/study/NCT03070509,Phase 4,Unknown,primary,PK,Area Under the Plasma Concentration Time Curve (AUC) of lisdexamfetamine,24 hour collection,Lisdexamfetamine,No
SLC6A3,Lisdexamfetamine,NCT03070509,https://clinicaltrials.gov/study/NCT03070509,Phase 4,Unknown,secondary,PK,Maximum Concentration (Cmax) of lisdexamfetamine,24 hour collection,Lisdexamfetamine,No
SLC6A3,Lisdexamfetamine,NCT03497169,https://clinicaltrials.gov/study/NCT03497169,,Completed,primary,PK,Lisdexamphetamine concentration in blood serum (area under curve (AUC)),From baseline to 1 year postoperatively,"Obesity, Morbid",No
SLC6A3,Lisdexamfetamine,NCT04946461,https://clinicaltrials.gov/study/NCT04946461,,Completed,primary,PK,Plasma concentration of D-amphetamine,Two consecutive days; the plasma concent,Adhd,No
SLC6A3,Lisdexamfetamine,NCT04946461,https://clinicaltrials.gov/study/NCT04946461,,Completed,secondary,PK,Compare area under the curve (AUC) of dex and lisdex,Two consecutive days; blood will be coll,Adhd,No
SLC6A3,Lisdexamfetamine,NCT04946461,https://clinicaltrials.gov/study/NCT04946461,,Completed,secondary,PK,Compare maximum plasma concentration (Cmax) between lisdex and dex,Two consecutive days; blood will be coll,Adhd,No
SLC6A3,Lisdexamfetamine,NCT04946461,https://clinicaltrials.gov/study/NCT04946461,,Completed,secondary,PK,Compare time to reach maximum plasma concentration (Tmax) between lisdex and dex,Two consecutive days; blood will be coll,Adhd,No
SLC6A3,Lisdexamfetamine,NCT07098585,https://clinicaltrials.gov/study/NCT07098585,Phase 1,Completed,primary,PK,Maximum measured plasma concentration (Cmax),72 hours,Attention Deficit/Hyperactivity Disorder (ADHD),No
SLC6A3,Lisdexamfetamine,NCT07098585,https://clinicaltrials.gov/study/NCT07098585,Phase 1,Completed,primary,PK,Area under the plasma concentration versus time curve from the zero time point to the last quantifiable concentration (AUCt),72 hours,Attention Deficit/Hyperactivity Disorder (ADHD),No
SLC6A3,Lisdexamfetamine,NCT07098585,https://clinicaltrials.gov/study/NCT07098585,Phase 1,Completed,secondary,PK,The area under the plasma concentration versus time curve from zero to infinity (AUCi),72 hours,Attention Deficit/Hyperactivity Disorder (ADHD),No
SLC6A3,Lisdexamfetamine,NCT07098585,https://clinicaltrials.gov/study/NCT07098585,Phase 1,Completed,secondary,PK,Time of the maximum measured plasma concentration (Tmax),72 hours,Attention Deficit/Hyperactivity Disorder (ADHD),No
SLC6A3,Methamphetamine,NCT00990067,https://clinicaltrials.gov/study/NCT00990067,Phase 1,Completed,secondary,PK,Effect of duloxetine on pharmacokinetics of MDMA,6h,Amphetamine-Related Disorders; Mood Disorder; Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT00990067,https://clinicaltrials.gov/study/NCT00990067,Phase 1,Completed,secondary,PK,Effect of MDMA on duloxetine pharmacokinetics,6h,Amphetamine-Related Disorders; Mood Disorder; Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT01136278,https://clinicaltrials.gov/study/NCT01136278,Phase 1,Completed,secondary,PK,Effect of clonidine on pharmacokinetics of MDMA,8 h,Amphetamine-Related Disorders; Mood Disorder; Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT01136278,https://clinicaltrials.gov/study/NCT01136278,Phase 1,Completed,secondary,PK,Effect of MDMA on clonidine pharmacokinetics,8 h,Amphetamine-Related Disorders; Mood Disorder; Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT01148342,https://clinicaltrials.gov/study/NCT01148342,Phase 1,Completed,secondary,PK,MDMA pharmacokinetics in various biological matrices.,,Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT01270672,https://clinicaltrials.gov/study/NCT01270672,N/A,Completed,secondary,PK,Effect of carvedilol on pharmacokinetics of MDMA,7 h,Amphetamine-Related Disorders; Mood Disorder; Substance-Related Disorders,No
SLC6A3,Methamphetamine,NCT01616407,https://clinicaltrials.gov/study/NCT01616407,Early Phase 1,Completed,secondary,PK,Drug plasma concentration,7 hours,Social Cognition,Yes
SLC6A3,Methamphetamine,NCT02232789,https://clinicaltrials.gov/study/NCT02232789,Phase 1,Completed,secondary,PK,Area Under the Concentration-Time Curve (AUC 0-24h),"From baseline (pre-dose, 0h) to 0.25, 0.",Amphetamine-Related Disorders,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Maximum plasma concentration (Cmax) of methylone,From baseline to 24 hours after methylon,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Maximum plasma concentration (Cmax) of MDMA,From baseline to 24 hours after MDMA adm,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Time to reach maximum plasma concentration (Tmax) of methylone,From baseline to 24 hours after methylon,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Time to reach maximum plasma concentration (Tmax) of MDMA,From baseline to 24 hours after MDMA adm,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Area under the concentration-time curve (AUC 0-24 h) of methylone in plasma concentrations,From baseline to 24 hours after methylon,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Area under the concentration-time curve (AUC 0-24 h) of MDMA in plasma concentrations,From baseline to 24 hours after MDMA adm,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Maximum oral fluid concentration (Cmax) of methylone,From baseline to 24 hours after methylon,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Maximum oral fluid concentration (Cmax) of MDMA,From baseline to 24 hours after MDMA adm,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Area under the concentration-time curve (AUC 0-24h) of methylone oral fluid concentrations,From baseline to 24 hours after methylon,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT05488171,https://clinicaltrials.gov/study/NCT05488171,Phase 1,Unknown,secondary,PK,Area under the concentration-time curve (AUC 0-24h) of MDMA oral fluid concentrations,From baseline to 24 hours after MDMA adm,Healthy Subjects; Substance Use,No
SLC6A3,Methamphetamine,NCT06746831,https://clinicaltrials.gov/study/NCT06746831,Phase 1,Not Yet Recruiting,primary,PK,Peak concentration (Cmax),"pre-dose, 0, 0.5, 1, 1.5, 2, 3, 4, 5, 6,",Methamphetamine,No
SLC6A3,Methamphetamine,NCT06746831,https://clinicaltrials.gov/study/NCT06746831,Phase 1,Not Yet Recruiting,primary,PK,Area under the concentration versus time curve (AUC),"pre-dose, 0, 0.5, 1, 1.5, 2, 3, 4, 5, 6,",Methamphetamine,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Peak plasma concentration (Cmax) of MDMA and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Time to peak plasma concentration (Tmax) of MDMA and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Area under the plasma concentration vs. time curve (AUC) of MDMA and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Peak plasma concentration (Cmax) of Psilocybin and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Time to peak plasma concentration (Tmax) of Psilocybin and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Area under the concentration vs. time curve (AUC) of Psilocybin and metabolites,"through study completion, an average of",Healthy,No
SLC6A3,Methamphetamine,NCT06884514,https://clinicaltrials.gov/study/NCT06884514,Phase 1,Completed,secondary,PK,Plasma concentration of Oxytocin,"through study completion, an average of",Healthy,No
SLC6A3,Methylphenidate,NCT00302458,https://clinicaltrials.gov/study/NCT00302458,Phase 4,Completed,primary,PK,Peak Plasma Concentration of d-Methylphenidate,4 hours,Healthy,No
SLC6A3,Methylphenidate,NCT00376675,https://clinicaltrials.gov/study/NCT00376675,Phase 3,Completed,primary,PK,Prorated AUC of Total Fatigue as Measured by the Brief Fatigue Inventory (BFI) at Baseline and at Weeks 1-4,Baseline to week 4,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",No
SLC6A3,Methylphenidate,NCT00376675,https://clinicaltrials.gov/study/NCT00376675,Phase 3,Completed,secondary,PK,AUC of Sleep Quality as Measured by the Pittsburgh Sleep Quality Index at Baseline and at Weeks 1-4,Baseline to Week 4,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",No
SLC6A3,Methylphenidate,NCT00376675,https://clinicaltrials.gov/study/NCT00376675,Phase 3,Completed,secondary,PK,AUC of Vitality as Measured by the Short Form-36 Vitality Subscale at Baseline and at Weeks 1-4,Baseline to Week 4,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",No
SLC6A3,Methylphenidate,NCT00376675,https://clinicaltrials.gov/study/NCT00376675,Phase 3,Completed,secondary,PK,AUC of Overall Quality of Life (QOL) and QOL Domains as Measured by the Linear Analogue Self Assessment at Baseline and at Weeks 1-4,Baseline to Week 4,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",No
SLC6A3,Methylphenidate,NCT00376675,https://clinicaltrials.gov/study/NCT00376675,Phase 3,Completed,secondary,PK,AUC of Other Fatigue Scores as Measured by Items of the Brief Fatigue Inventory (BFI) at Baseline and at Weeks 1-4,Baseline to Week 4,"Fatigue; Unspecified Adult Solid Tumor, Protocol Specific",No
SLC6A3,Methylphenidate,NCT00409708,https://clinicaltrials.gov/study/NCT00409708,Phase 2,Completed,secondary,PK,Pharmacokinetic/Pharmacodynamic Relationship of Methylphenidate Blood Levels and Cytogenetic Changes,End of treatment (Week 12),Attention Deficit Hyperactivity Disorder,No
SLC6A3,Methylphenidate,NCT00772161,https://clinicaltrials.gov/study/NCT00772161,Phase 1,Completed,primary,PK,C-max: Concentration of the Peak in the Plasma Concentration Curve,In Visit 3 (day 7) and Visit 4 (day 14):,Attention Deficit Hyperactivity Disorder,No
SLC6A3,Methylphenidate,NCT00772161,https://clinicaltrials.gov/study/NCT00772161,Phase 1,Completed,primary,PK,AUC-(0-inf): Area under the plasma concentration versus time curve extrapolated to infinity time,In Visit 3 (day 7) and Visit 4 (day 14):,Attention Deficit Hyperactivity Disorder,No
SLC6A3,Methylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,Cmax (Maximum Observed Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,AUC0-t (Area Under the Concentration-time Curve From Time Zero to Time of Last Measurable Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT00829673,https://clinicaltrials.gov/study/NCT00829673,Phase 1,Completed,primary,PK,AUC0-inf (Area Under the Concentration-time Curve From Time Zero to Infinity),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,Cmax (Maximum Observed Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,AUC0-t (Area Under the Concentration-time Curve From Time Zero to Time of Last Measurable Concentration),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT00829712,https://clinicaltrials.gov/study/NCT00829712,Phase 1,Completed,primary,PK,AUC0-inf (Area Under the Concentration-time Curve From Time Zero to Infinity),Blood samples collected over a 16 hour p,Healthy,No
SLC6A3,Methylphenidate,NCT01118702,https://clinicaltrials.gov/study/NCT01118702,Phase 1,Completed,primary,PK,"The primary objective of this exploratory study is to characterize the plasma concentrations of of methylphenidate from Concerta®, Ritalin-SR® and Novo-Methylphenidate ER-C ® tablets in healthy adult volunteers under fas",Plasma samples will be taken via in-dwel,Pharmacokinetics,No
SLC6A3,Methylphenidate,NCT01183234,https://clinicaltrials.gov/study/NCT01183234,Phase 1,Completed,primary,PK,Area Under the Steady-state Plasma Concentration-time Curve (AUC 0-t) for Methylphenidate Hydrochloride (MPH) Using Two Different Formulations (Equasym XL and Metadate CD),"predose and 0.5, 1.0, 1.25, 1.5, 2, 3, 4",ADHD,No
