Target,Biomarker_category,Biomarker_measure,N_trials,N_PDneuro_trials,Drugs
INSR,PK,"AUCGIR,150-168h,SS - Area under the glucose infusion rate-time curve at steady state",1,0,Insulin
INSR,PK,"AUCGIR,16-52h,SS (for insulin 287) - Area under the glucose infusion rate-time curve at steady state",1,0,Insulin
INSR,PK,"AUCGIR,24-48h,SS - Area under the glucose infusion rate-time curve at steady state",1,0,Insulin
INSR,PK,"AUCGIR,40-64h,SS,Area under the glucose infusion rate-time curve at steady state",1,0,Insulin
INSR,PK,"AUCGIR,τ,SS,model, Model-based area under the glucose infusion rate-time curve during one dosing interval at steady state",1,0,Insulin
INSR,PK,AUCGIR.0-11h,1,0,Insulin
INSR,PK,AUCGIR.0-1h,1,0,Insulin
INSR,PK,AUCGIR.0-4h,1,0,Insulin
INSR,PK,AUCGIR.0-6h,1,0,Insulin
INSR,PK,AUCGIR.4-8h,1,0,Insulin
INSR,PK,AUCGIR.6-12h,1,0,Insulin
INSR,PK,AUCGIR0-t,1,0,Insulin
INSR,PK,"AUCglu: The area under the plasma glucose concentration (0-12, 0-6, 6-12, 0-4, 4-8, 8-12 hours after test meal) after a single injection of one of the four insulin aspart preparation: IAsp (NovoRapid®), Biphasic insulin ",1,0,Insulin
INSR,PK,"AUCglu: The area under the plasma glucose concentration (0-12, 0-6, 6-12, 0-4, 4-8, 8-12 hours after test meal) after a single injection of one of the four insulins: IAsp, Biphasic insulin aspart 50 and 70 & fast-acting ",1,0,Insulin
INSR,PK,"AUCI287,0-168,FD - Area under the serum insulin 287 concentration-time curve after the first dose",1,0,Insulin
