Targets,Drug,NCT_ID,URL,Phase,Status,Start_date,Enrollment,Conditions,N_primary,N_secondary,Primary_outcome_measures,Secondary_outcome_measures,Biomarker_measures
BCHE,Rivastigmine,NCT06399679,https://clinicaltrials.gov/study/NCT06399679,Phase 2,Suspended,2024-11-04,42,Anticholinergic Toxicity,1,11,Incidence of AMD recurrence,Bradycardia ~ Disposition ~ Duration of agitation and delirium ~ Gastrointestinal upset ~ Intubation ~ Oversedation ~ Seizure ~ Time to medical clearance ~ Total amount of sedatives administered ~ Use of physical restrai,No
BCHE,Rivastigmine,NCT06537076,https://clinicaltrials.gov/study/NCT06537076,Phase 2,Recruiting,2024-01-01,60,Lewy Body Dementia,1,1,Clinical Dementia Rating-Sum Of Boxes (CDR-SOB) at Week 20,Change in K-MMSE over 20 weeks,No
BCHE,Rivastigmine,NCT06828289,https://clinicaltrials.gov/study/NCT06828289,,Not Yet Recruiting,2025-02-28,1000,Alzheimer&#39;s Disease,1,5,Changes from baseline in Clinical Dementia Rating Sum of Boxes (CDR-SB),Changes from baseline in Alzheimer's Disease Cooperative Study ADL（ADCS-ADL)） scores ~ Changes from baseline in Mini-Mental State Examination (MMSE) scale scores ~ Changes from baseline in Neuropsychiatric Inventory (NPI,Yes
BCHE,Rivastigmine,NCT07208344,https://clinicaltrials.gov/study/NCT07208344,Early Phase 1,Recruiting,2025-07-31,30,Alzheimer Disease (AD),2,6,Activity of Daily Living Scale（ADL） ~ Clinical Dementia Rating Scale-Sum of Boxes (CDR-SB),"Alzheimer disease assessment scale-cognitive component (ADAS-Cog) ~ Cerebrospinal fluid(CSF) levels of AD markers (P-tau181, 217) ~ Minimum Mental State Examination（MMSE）Scores ~ Montreal Cognitive Assessment（MoCA） ~ Ser",Yes
BCHE,Rivastigmine,NCT07464340,https://clinicaltrials.gov/study/NCT07464340,Phase 1,Completed,2023-05-12,68,Bioequivalence Study in Healthy Subjects,0,0,,,
BCHE,Tacrine,NCT01406522,https://clinicaltrials.gov/study/NCT01406522,Phase 2,Withdrawn,2012-10-01,0,Cocaine Dependence,1,1,Decreased cocaine-reinforced behavior,Changes in cocaine pharmacokinetics,Yes
DDC,Carbidopa,NCT00099268,https://clinicaltrials.gov/study/NCT00099268,Phase 3,Completed,2004-09-01,747,Parkinson's Disease,1,5,Time to First Occurrence of Dyskinesia,Change From Baseline in Health-related Quality of Life Assessed Using the 39-item Parkinson's Disease Questionnaire (PDQ-39) ~ Change From Baseline in Unified Parkinson's Disease Rating Scale (UPDRS) Total Score (Parts I,No
DDC,Carbidopa,NCT00125567,https://clinicaltrials.gov/study/NCT00125567,Phase 4,Completed,2005-08-01,223,Idiopathic Parkinson's Disease,1,4,The time until a patient requires changes in antiparkinsonian therapy due to inadequately controlled parkinsonian symptoms,Clinical Global Impression of Change (investigator) ~ Parkinson's Disease Questionnaire (PDQ-39) ~ Unified Parkinson's Disease Rating Scale ~ Work Impairment Questionnaire,No
DDC,Carbidopa,NCT00129181,https://clinicaltrials.gov/study/NCT00129181,N/A,Completed,2005-01-01,30,Parkinson Disease; Parkinsonian Syndrome,1,2,To determine the influence of short-term levodopa therapy on dopamine transporter density in early Parkinson's disease,"To determine the influence of short-term treatment with cabergoline on dopamine transporter density in early Parkinson's disease ~ To further develop the AMADEUS consortium, a collaboration of clinical-imaging SPECT DAT ",Yes
DDC,Carbidopa,NCT00134966,https://clinicaltrials.gov/study/NCT00134966,Phase 3,Completed,2005-08-01,493,Parkinson's Disease,1,4,Symptom control change from baseline to week 39,Change from baseline to week 39 in activities of daily living ~ Change from baseline to week 39 in incidence of dyskinesia and wearing off ~ Change from baseline to week 39 in mental acuity ~ Change from baseline to week,No
DDC,Carbidopa,NCT00141518,https://clinicaltrials.gov/study/NCT00141518,Phase 4,Completed,2006-03-01,77,Advanced Idiopathic Parkinson's Disease,8,45,"Direct Monthly Non-medical Costs Per Participant, SEK 2010 ~ EQ-5D Visual Analog Scale (VAS) Score at Baseline and Month 12 ~ Euro QoL 5 Dimensions Quality of Life Instrument (EQ-5D) Descriptive Systems Summary Index Sco",Electronic Diary: Morning and Day Scores (Cramps) From Baseline to Month 36 ~ Electronic Diary: Morning and Day Scores (Drawing Impairment [Wavelet Method]) From Baseline to Month 36 ~ Electronic Diary: Morning and Day S,No
DDC,Carbidopa,NCT00143026,https://clinicaltrials.gov/study/NCT00143026,Phase 4,Completed,2005-07-01,184,Parkinson's Disease,1,3,Quality of life assessment,Change from baseline in number of wearing-off symptoms ~ Change from baseline in proportion of patients experiencing wearing-off ~ Symptom control change from baseline,No
DDC,Carbidopa,NCT00174239,https://clinicaltrials.gov/study/NCT00174239,Phase 4,Terminated,2004-07-01,220,Parkinson Disease,1,1,"PDSS, UPDRS","CGI, PGI, Epworth Sleepiness Scale, PDQ-39",No
DDC,Carbidopa,NCT00200447,https://clinicaltrials.gov/study/NCT00200447,Phase 2,Completed,2004-03-01,3,Parkinson's Disease,1,1,The primary outcome will be the reduction from baseline in IBZM striatal uptake during a 6-8 hour assessment period after treatment.,"Secondary Measures include: Putamen and caudate uptake over time, UPDRS scores, and Pharmacokinetic analysis.",Yes
DDC,Carbidopa,NCT00218023,https://clinicaltrials.gov/study/NCT00218023,Phase 2,Completed,2006-03-01,101,Cocaine Abuse; Cocaine-Related Disorders,2,0,Mean Percentage of Cocaine-positive Urines Over Course of 12 Week Treatment in Subgroup Achieving Abstinence at Baseline ~ Mean Percentage of Cocaine-positive Urines Over Course of 12 Week Treatment in Subgroup NOT Achie,,No
DDC,Carbidopa,NCT00218075,https://clinicaltrials.gov/study/NCT00218075,Phase 2,Completed,2000-03-01,200,Cocaine Abuse; Cocaine-Related Disorders,1,3,Cocaine use,Medication compliance ~ severity of addiction-related problems ~ treatment retention,No
DDC,Carbidopa,NCT00219284,https://clinicaltrials.gov/study/NCT00219284,Phase 4,Completed,2005-01-01,359,Parkinson's Disease With End of Dose Wearing Off,1,8,Change in Unified Parkinson's Disease Rating Scale (UPDRS) Part III Score From Baseline to Week 4,Change in Parkinson's Disease Quality of Life Score From Baseline to End of Treatment ~ Change in Parkinson's Disease Quality of Life Score From Baseline to Week 4 ~ Change in Parkinson's Disease Quality of Life Score Fr,No
DDC,Carbidopa,NCT00223691,https://clinicaltrials.gov/study/NCT00223691,Phase 1,Completed,2002-03-01,389,Autonomic Failure; Orthostatic Hypotension,1,1,Increase in seated systolic blood pressure 1-hr post drug compared to baseline.,Increase in standing time 1-hr post drug compared to baseline,No
DDC,Carbidopa,NCT00223717,https://clinicaltrials.gov/study/NCT00223717,Phase 1,Completed,2001-01-01,152,Hypertension,1,1,Decrease in supine systolic blood pressure,Decrease in pressure natriuresis,No
DDC,Carbidopa,NCT00335153,https://clinicaltrials.gov/study/NCT00335153,Phase 3,Completed,2008-01-01,354,Advanced Parkinson's Disease,13,21,Change From Baseline in Abnormal Involuntary Movement Scale (AIMS) Total Score at Endpoint ~ Number of Participants Taking at Least 1 Concomitant Medication During the Study ~ Number of Participants With Adverse Events (,"Change From Baseline in Average Daily ""Off"" Time at Endpoint ~ Change From Baseline in Average Daily ""On"" Time Without Troublesome Dyskinesia at Endpoint ~ Change From Baseline in Average Daily Normalized ""On"" Time With ",No
DDC,Carbidopa,NCT00357994,https://clinicaltrials.gov/study/NCT00357994,Phase 3,Completed,2009-01-01,36,Advanced Parkinson's Disease,1,23,"Change From Baseline to Week 12 in Average Daily Normalized ""Off"" Time","Change From Baseline in Average Daily Normalized ""On"" Time With Troublesome Dyskinesia at Week 12 ~ Change From Baseline in Average Daily Normalized ""On"" Time Without Troublesome Dyskinesia at Week 12 ~ Change From Basel",No
DDC,Carbidopa,NCT00360568,https://clinicaltrials.gov/study/NCT00360568,Phase 3,Completed,2009-06-01,62,Dyskinesias; Parkinson's Disease; Severe Motor Fluctuations,13,21,Change From Baseline in Abnormal Involuntary Movement Scale (AIMS) Total Score at Endpoint ~ Columbia-Suicide Severity Rating Scale (C-SSRS) Findings ~ Number of Participants Taking at Least 1 Concomitant Medication Duri,"Change From Baseline in Average Daily ""Off"" Time at Endpoint ~ Change From Baseline in Average Daily ""On"" Time Without Troublesome Dyskinesia at Month 12 ~ Change From Baseline in Average Daily Normalized ""On"" Time With ",No
DDC,Carbidopa,NCT00391898,https://clinicaltrials.gov/study/NCT00391898,Phase 4,Completed,2006-10-01,95,Parkinson's Disease,1,6,Change in the Unified Parkinson's Disease Rating Scale (UPDRS) Part II (Activities of Daily Living [ADL]) Score From Baseline to Month 3,"Change in the 39-item Parkinson's Disease Questionnaire (PDQ-39) Total Score From Baseline to Month 3 ~ Change in the UPDRS Part I (Mentation, Behavior, and Mood) Score From Baseline to Month 3 ~ Change in the UPDRS Part",No
DDC,Carbidopa,NCT00415740,https://clinicaltrials.gov/study/NCT00415740,Phase 1,Completed,2006-05-01,42,Healthy,1,1,Bioequivalence between 12.5mg carbidopa/50 mg levodopa/100 mg entacapone single dose combination and 12.5 mg carbidopa/50 mg levodopa single dose combination plus 200 mg entacapone single dose when administered under fas,Safety and tolerability,No
DDC,Carbidopa,NCT00415831,https://clinicaltrials.gov/study/NCT00415831,Phase 1,Completed,2006-06-01,42,Healthy,1,1,Bioequivalence between 12.5mg carbidopa/50 mg levodopa/200 mg entacapone single dose combination 12.5 mg carbidopa/50 mg levodopa single dose combination plus 200 mg entacapone single dose when administered as single dos,Safety and tolerability,No
DDC,Carbidopa,NCT00415844,https://clinicaltrials.gov/study/NCT00415844,Phase 1,Completed,2006-06-01,42,Healthy,1,1,Bioequivalence between 25 mg carbidopa/100 mg levodopa/200 mg entacapone single dose combination and 25 mg carbidopa/100 mg levodopa single dose combination plus 200 mg entacapone single doses when administered under fas,Safety and tolerability,No
DDC,Carbidopa,NCT00415922,https://clinicaltrials.gov/study/NCT00415922,Phase 1,Completed,2006-07-01,42,Healthy,1,1,Bioequivalence between 37.5 mg carbidopa/150 mg levodopa/200 mg entacapone single dose combination and 37.5 mg carbidopa/150 mg levodopa single dose combination plus 200 mg entacapone single dose when administered under ,Safety and tolerability,No
DDC,Carbidopa,NCT00432393,https://clinicaltrials.gov/study/NCT00432393,Phase 4,Completed,2002-06-01,,Nonarteritic Anterior Ischemic Optic Neuropathy,0,0,,,
DDC,Carbidopa,NCT00460954,https://clinicaltrials.gov/study/NCT00460954,,Completed,2007-06-01,20,Parkinson's Disease,0,0,,,
DDC,Carbidopa,NCT00505843,https://clinicaltrials.gov/study/NCT00505843,Phase 1,Completed,2007-05-01,18,Parkinson's Disease,1,1,Efficacy will be assessed for up to 8 hours by the Unified Parkinson's Disease Rating Scale-Motor Examination and a modified AIMS dyskinesia scale,Safety and Tolerability,No
DDC,Carbidopa,NCT00547911,https://clinicaltrials.gov/study/NCT00547911,Phase 1,Terminated,2007-10-01,14,Autonomic Nervous System Diseases; Multiple System Atrophy; Parkinson Disease,4,3,"Plasma DHMA Concentrations After 400 mg of Droxidopa + 200 mg of Either Placebo, Carbidopa, or Entacapone ~ Plasma DHPG Concentrations After 400 mg of Droxidopa + 200 mg of Either Placebo, Carbidopa, or Entacapone ~ Plas","Diastolic Blood Pressures After 400 mg of Droxidopa + 200 mg of Either Placebo, Carbidopa, or Entacapone ~ Heart Rate After 400 mg of Droxidopa + 200 mg of Either Placebo, Carbidopa, or Entacapone ~ Systolic Blood Pressu",No
DDC,Carbidopa,NCT00558337,https://clinicaltrials.gov/study/NCT00558337,Phase 2,Completed,2007-11-01,78,Parkinson's Disease,1,1,Evidence of a novel levodopa/carbidopa formulation providing a better clinical profile than reference levodopa/carbidopa formulation using Unified Parkinson's Disease Rating Scale (UPDRS III) and patient's diary cards,"Other measurements to be used for demonstrating clinical profile is UPDRS II and IV, Clinical Global Impression Scale (CGI)/Patient's Global Improvement Scale (PGI), and the Abnormal Involuntary Movement Scale (AIMS)",No
DDC,Carbidopa,NCT00562198,https://clinicaltrials.gov/study/NCT00562198,Phase 2,Terminated,2008-01-01,16,Parkinson´s Disease,1,1,The difference between the study drugs in change in striatal 11C-raclopride BP.Striatal 11C-raclopride BP will be determined with PET scans performed at baseline and from 2.5 to 3.5 h after the study drug administration.,The difference between the study drugs in levodopa mean C2.5- 3.5h.,Yes
DDC,Carbidopa,NCT00590122,https://clinicaltrials.gov/study/NCT00590122,Phase 4,Completed,2006-10-01,20,Parkinson's Disease,1,0,"Measurement of Time in Minutes From When a Patient Was in a Clinical ""Off"" State, Took Their Medication and Went Into a Clinical ""on"" State",,No
DDC,Carbidopa,NCT00601978,https://clinicaltrials.gov/study/NCT00601978,Phase 4,Withdrawn,2008-08-01,0,Parkinson's Disease,1,3,To evaluate the mean latency of the P300 component of the event-related potentials (ERPs) at four hours post study-drug administration,"Mean latency of the N100 component of ERPs at pre-dose, 1 hour post-dose and 4 hours post-dose study drug administration ~ Mean latency of the P300 component of ERPs at pre-dose and 1 hours post-dose study drug administr",Yes
DDC,Carbidopa,NCT00642356,https://clinicaltrials.gov/study/NCT00642356,Phase 4,Terminated,2008-03-01,14,Parkinson's Disease,1,1,Change From Baseline on the Non-motor Score of the Quantitative Wearing-Off Questionnaire 9 Item (QWOQ-9),Change From Baseline on the Motor Score of the Quantitative Wearing-Off Questionnaire 9 Item (QWOQ-9),No
DDC,Carbidopa,NCT00660387,https://clinicaltrials.gov/study/NCT00660387,Phase 3,Completed,2009-12-01,35,Advanced Parkinson's Disease,1,23,"Change From Baseline to Week 12 in Average Daily Normalized ""Off"" Time","Change From Baseline in Average Daily Normalized ""On"" Time With Troublesome Dyskinesia at Week 12 ~ Change From Baseline in Average Daily Normalized ""On"" Time Without Troublesome Dyskinesia at Week 12 ~ Change From Basel",No
DDC,Carbidopa,NCT00660673,https://clinicaltrials.gov/study/NCT00660673,Phase 3,Completed,2009-11-13,262,Advanced Parkinson's Disease,1,21,Number of Participants With Treatment-emergent Adverse Events,"Change in Average Daily ""Off"" Time Based on the Parkinson's Disease Symptom Diary at End of Treatment ~ Change in Average Daily ""On"" Time With Troublesome Dyskinesia Based on the Parkinson's Disease Symptom Diary at End ",No
DDC,Carbidopa,NCT00685919,https://clinicaltrials.gov/study/NCT00685919,Phase 2,Completed,2008-05-01,32,Orthostatic Intolerance; Postural Tachycardia Syndrome,1,7,24 Hour Urinary Sodium Excretion During Treatment Normalized to Creatinine,24 Hour Urinary Catecholamine (DOPA) Excretion During Treatment Normalized to Creatinine ~ 24 Hour Urinary Catecholamine (Dopamine) Excretion During Treatment Normalized to Creatinine ~ Plasma Catecholamines (DOPA) After,No
DDC,Carbidopa,NCT00693862,https://clinicaltrials.gov/study/NCT00693862,Phase 1,Completed,2006-12-01,19,Pharmacokinetics,1,0,Pharmacokinetics,,Yes
DDC,Carbidopa,NCT00715520,https://clinicaltrials.gov/study/NCT00715520,N/A,Completed,2007-04-01,33,Stroke,2,6,Aim 1: Mean Parameter Estimate for Maximal Motor Evoked Potential (MEPmax) Derived From Stimulus Response Curves (SRC) ~ Aim 1: Mean Peak Acceleration of Wrist Extension Movements,Aim 2: Mean Peak Acceleration for rTMS Treatment With Respect to Frequency ~ Aim 2: Mean Peak Acceleration of Wrist Extension Movements With Respect to Pulse ~ Aim 2: Mean Sum of Normalized Motor Evoked Potentials (MEPs),No
